ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
61A PRINSEP STREET SINGAPORE 187936,61A,NIL,1.300917622698,103.850408968104,103.850408968104,187936,PRINSEP STREET,61A PRINSEP STREET SINGAPORE 187936,29902.0063223839,31474.3859434631
120A PRINSEP STREET SINGAPORE 187937,120A,NIL,1.30168781720695,103.851727965229,103.851727965229,187937,PRINSEP STREET,120A PRINSEP STREET SINGAPORE 187937,30048.7982040048,31559.5511205886
1 MCNALLY STREET INSTITUTE OF CONTEMPORARY ARTS SINGAPORE 187940,1,INSTITUTE OF CONTEMPORARY ARTS,1.30281272179086,103.851686608385,103.851686608385,187940,MCNALLY STREET,INSTITUTE OF CONTEMPORARY ARTS,30044.1946555572,31683.9372483343
87 PRINSEP STREET SMU RESIDENCES @ PRINSEP SINGAPORE 187945,87,SMU RESIDENCES @ PRINSEP,1.30226421347535,103.850845034537,103.850845034537,187945,PRINSEP STREET,SMU RESIDENCES @ PRINSEP,29950.5355557697,31623.285354523
85 PRINSEP STREET SMU RESIDENCES @ PRINSEP SINGAPORE 187946,85,SMU RESIDENCES @ PRINSEP,1.30235251565667,103.85111274124,103.85111274124,187946,PRINSEP STREET,SMU RESIDENCES @ PRINSEP,29980.3288164297,31633.0495639257
83 PRINSEP STREET SMU RESIDENCES @ PRINSEP SINGAPORE 187947,83,SMU RESIDENCES @ PRINSEP,1.30198333363526,103.851190107246,103.851190107246,187947,PRINSEP STREET,SMU RESIDENCES @ PRINSEP,29988.9392405618,31592.2273764312
10 PRINSEP LINK SUNSHINE PLAZA SINGAPORE 187948,10,SUNSHINE PLAZA,1.30047107224304,103.850687337448,103.850687337448,187948,PRINSEP LINK,SUNSHINE PLAZA,29932.9866630975,31425.0089038536
11 PRINSEP LINK SINGAPORE 187949,11,NIL,1.30010338585037,103.850293565959,103.850293565959,187949,PRINSEP LINK,11 PRINSEP LINK SINGAPORE 187949,29889.1637076968,31384.3517374061
24 WATERLOO STREET MAGHAIN ABOTH SYNAGOGUE SINGAPORE 187950,24,MAGHAIN ABOTH SYNAGOGUE,1.2982732827961,103.850599503474,103.850599503474,187950,WATERLOO STREET,MAGHAIN ABOTH SYNAGOGUE,29923.2131916918,31181.9885943793
42 WATERLOO STREET SINGAPORE 187951,42,NIL,1.29839675246549,103.850923236615,103.850923236615,187951,WATERLOO STREET,42 WATERLOO STREET SINGAPORE 187951,29959.2417175341,31195.6414829902
48 WATERLOO STREET SINGAPORE CALLIGRAPHY CENTRE SINGAPORE 187952,48,SINGAPORE CALLIGRAPHY CENTRE,1.29853192894491,103.850920945647,103.850920945647,187952,WATERLOO STREET,SINGAPORE CALLIGRAPHY CENTRE,29958.9866492348,31210.588600317
54 WATERLOO STREET YMS ARTS CENTRE SINGAPORE 187953,54,YMS ARTS CENTRE,1.29856914520252,103.85102806479,103.85102806479,187953,WATERLOO STREET,YMS ARTS CENTRE,29970.9080275698,31214.7038656529
55 WATERLOO STREET APOSTOLIC NUNCIATURE SINGAPORE 187954,55,APOSTOLIC NUNCIATURE,1.29826166207725,103.851521091878,103.851521091878,187954,WATERLOO STREET,APOSTOLIC NUNCIATURE,30025.7777981851,31180.7043540981
56 WATERLOO STREET SINGAPORE 187955,56,NIL,1.29860560431042,103.851057719161,103.851057719161,187955,WATERLOO STREET,56 WATERLOO STREET SINGAPORE 187955,29974.2082669064,31218.7353492081
58 WATERLOO STREET SINGAPORE 187956,58,NIL,1.29864667718144,103.851088206071,103.851088206071,187956,WATERLOO STREET,58 WATERLOO STREET SINGAPORE 187956,29977.6011565411,31223.2769996282
60 WATERLOO STREET DANCE ENSEMBLE SINGAPORE SINGAPORE 187957,60,DANCE ENSEMBLE SINGAPORE,1.29880924946558,103.851193167464,103.851193167464,187957,WATERLOO STREET,DANCE ENSEMBLE SINGAPORE,29989.2822978897,31241.2534881048
