ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
1 SUPREME COURT LANE APPEALS BOARD (LAND ACQUISITION) SINGAPORE 178879,1,APPEALS BOARD (LAND ACQUISITION),1.29043124508643,103.85072409285,103.85072409285,178879,SUPREME COURT LANE,APPEALS BOARD (LAND ACQUISITION),29937.0848270217,30314.8565655351
1 PARLIAMENT PLACE FORMER ATTORNEY-GENERAL'S CHAMBERS SINGAPORE 178880,1,FORMER ATTORNEY-GENERAL'S CHAMBERS,1.28881003163657,103.850349009573,103.850349009573,178880,PARLIAMENT PLACE,FORMER ATTORNEY-GENERAL'S CHAMBERS,29895.3424625527,30135.5908603463
11 CANNING WALK HOTEL FORT CANNING SINGAPORE 178881,11,HOTEL FORT CANNING,1.29596841133495,103.845559591547,103.845559591547,178881,CANNING WALK,HOTEL FORT CANNING,29362.3170340862,30927.1245136801
"2 STAMFORD ROAD SWISSOTEL THE STAMFORD, SINGAPORE SINGAPORE 178882",2,"SWISSOTEL THE STAMFORD, SINGAPORE",1.29331109246834,103.853382475099,103.853382475099,178882,STAMFORD ROAD,"SWISSOTEL THE STAMFORD, SINGAPORE",30232.9375388585,30633.2974261157
11 STAMFORD ROAD EDEN RESIDENCES CAPITOL SINGAPORE 178884,11,EDEN RESIDENCES CAPITOL,1.29298775382221,103.851046829843,103.851046829843,178884,STAMFORD ROAD,EDEN RESIDENCES CAPITOL,29973.0007256959,30597.5423715077
61 STAMFORD ROAD NATIONAL HERITAGE BOARD (NHB) SINGAPORE 178892,61,NATIONAL HERITAGE BOARD (NHB),1.29448225459417,103.850054625521,103.850054625521,178892,STAMFORD ROAD,NATIONAL HERITAGE BOARD (NHB),29862.5758870477,30762.7958163135
71 STAMFORD ROAD VANGUARD BUILDING SINGAPORE 178895,71,VANGUARD BUILDING,1.29462873307097,103.849828652953,103.849828652953,178895,STAMFORD ROAD,VANGUARD BUILDING,29837.4270063443,30778.9924868122
93 STAMFORD ROAD NATIONAL MUSEUM SINGAPORE 178897,93,NATIONAL MUSEUM,1.29678050415467,103.848412787752,103.848412787752,178897,STAMFORD ROAD,NATIONAL MUSEUM,29679.8521555243,31016.9232650921
50 STAMFORD ROAD SINGAPORE MANAGEMENT UNIVERSITY (LEE KONG CHIAN SCH OF BUSINESS) SINGAPORE 178899,50,SINGAPORE MANAGEMENT UNIVERSITY (LEE KONG CHIAN SCH OF BUSINESS),1.29509045190873,103.850566200283,103.850566200283,178899,STAMFORD ROAD,SINGAPORE MANAGEMENT UNIVERSITY (LEE KONG CHIAN SCH OF BUSINESS),29919.5092379879,30830.0475229025
60 STAMFORD ROAD SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF ACCOUNTANCY) SINGAPORE 178900,60,SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF ACCOUNTANCY),1.2956709959881,103.84992409703,103.84992409703,178900,STAMFORD ROAD,SINGAPORE MANAGEMENT UNIVERSITY (SCHOOL OF ACCOUNTANCY),29848.0483445106,30894.2406194694
